Mod:Item:MetaData, Localized Name
buildcraftsilicon:plug_facade:0, Facade: Teak Wood
buildcraftsilicon:plug_facade:0, Facade: Teak Wood
buildcraftsilicon:plug_facade:0, Facade: Teak Wood
buildcraftsilicon:plug_facade:0, Facade: Teak Wood
buildcraftsilicon:plug_facade:0, Facade: Desert Acacia Wood
buildcraftsilicon:plug_facade:0, Facade: Desert Acacia Wood
buildcraftsilicon:plug_facade:0, Facade: Desert Acacia Wood
buildcraftsilicon:plug_facade:0, Facade: Desert Acacia Wood
buildcraftsilicon:plug_facade:0, Facade: Desert Acacia Wood
buildcraftsilicon:plug_facade:0, Facade: Desert Acacia Wood
buildcraftsilicon:plug_facade:0, Facade: Desert Acacia Wood
buildcraftsilicon:plug_facade:0, Facade: Desert Acacia Wood
buildcraftsilicon:plug_facade:0, Facade: Lime Wood
buildcraftsilicon:plug_facade:0, Facade: Lime Wood
buildcraftsilicon:plug_facade:0, Facade: Lime Wood
buildcraftsilicon:plug_facade:0, Facade: Lime Wood
buildcraftsilicon:plug_facade:0, Facade: Lime Wood
buildcraftsilicon:plug_facade:0, Facade: Lime Wood
buildcraftsilicon:plug_facade:0, Facade: Lime Wood
buildcraftsilicon:plug_facade:0, Facade: Lime Wood
buildcraftsilicon:plug_facade:0, Facade: Chestnut Wood
buildcraftsilicon:plug_facade:0, Facade: Chestnut Wood
buildcraftsilicon:plug_facade:0, Facade: Chestnut Wood
buildcraftsilicon:plug_facade:0, Facade: Chestnut Wood
buildcraftsilicon:plug_facade:0, Facade: Chestnut Wood
buildcraftsilicon:plug_facade:0, Facade: Chestnut Wood
buildcraftsilicon:plug_facade:0, Facade: Chestnut Wood
buildcraftsilicon:plug_facade:0, Facade: Chestnut Wood
buildcraftsilicon:plug_facade:0, Facade: Wenge Wood
buildcraftsilicon:plug_facade:0, Facade: Wenge Wood
buildcraftsilicon:plug_facade:0, Facade: Wenge Wood
buildcraftsilicon:plug_facade:0, Facade: Wenge Wood
buildcraftsilicon:plug_facade:0, Facade: Wenge Wood
buildcraftsilicon:plug_facade:0, Facade: Wenge Wood
buildcraftsilicon:plug_facade:0, Facade: Wenge Wood
buildcraftsilicon:plug_facade:0, Facade: Wenge Wood
buildcraftsilicon:plug_facade:0, Facade: Baobab Wood
buildcraftsilicon:plug_facade:0, Facade: Baobab Wood
buildcraftsilicon:plug_facade:0, Facade: Baobab Wood
buildcraftsilicon:plug_facade:0, Facade: Baobab Wood
buildcraftsilicon:plug_facade:0, Facade: Baobab Wood
buildcraftsilicon:plug_facade:0, Facade: Baobab Wood
buildcraftsilicon:plug_facade:0, Facade: Baobab Wood
buildcraftsilicon:plug_facade:0, Facade: Baobab Wood
buildcraftsilicon:plug_facade:0, Facade: Sequoia Wood
buildcraftsilicon:plug_facade:0, Facade: Sequoia Wood
buildcraftsilicon:plug_facade:0, Facade: Sequoia Wood
buildcraftsilicon:plug_facade:0, Facade: Sequoia Wood
buildcraftsilicon:plug_facade:0, Facade: Sequoia Wood
buildcraftsilicon:plug_facade:0, Facade: Sequoia Wood
buildcraftsilicon:plug_facade:0, Facade: Sequoia Wood
buildcraftsilicon:plug_facade:0, Facade: Sequoia Wood
buildcraftsilicon:plug_facade:0, Facade: Kapok Wood
buildcraftsilicon:plug_facade:0, Facade: Kapok Wood
buildcraftsilicon:plug_facade:0, Facade: Kapok Wood
buildcraftsilicon:plug_facade:0, Facade: Kapok Wood
buildcraftsilicon:plug_facade:0, Facade: Kapok Wood
buildcraftsilicon:plug_facade:0, Facade: Kapok Wood
buildcraftsilicon:plug_facade:0, Facade: Kapok Wood
buildcraftsilicon:plug_facade:0, Facade: Kapok Wood
buildcraftsilicon:plug_facade:0, Facade: Ebony Wood
buildcraftsilicon:plug_facade:0, Facade: Ebony Wood
buildcraftsilicon:plug_facade:0, Facade: Ebony Wood
buildcraftsilicon:plug_facade:0, Facade: Ebony Wood
buildcraftsilicon:plug_facade:0, Facade: Ebony Wood
buildcraftsilicon:plug_facade:0, Facade: Ebony Wood
buildcraftsilicon:plug_facade:0, Facade: Ebony Wood
buildcraftsilicon:plug_facade:0, Facade: Ebony Wood
buildcraftsilicon:plug_facade:0, Facade: Mahogany Wood
buildcraftsilicon:plug_facade:0, Facade: Mahogany Wood
buildcraftsilicon:plug_facade:0, Facade: Mahogany Wood
buildcraftsilicon:plug_facade:0, Facade: Mahogany Wood
buildcraftsilicon:plug_facade:0, Facade: Mahogany Wood
buildcraftsilicon:plug_facade:0, Facade: Mahogany Wood
buildcraftsilicon:plug_facade:0, Facade: Mahogany Wood
buildcraftsilicon:plug_facade:0, Facade: Mahogany Wood
buildcraftsilicon:plug_facade:0, Facade: Balsa Wood
buildcraftsilicon:plug_facade:0, Facade: Balsa Wood
buildcraftsilicon:plug_facade:0, Facade: Balsa Wood
buildcraftsilicon:plug_facade:0, Facade: Balsa Wood
buildcraftsilicon:plug_facade:0, Facade: Balsa Wood
buildcraftsilicon:plug_facade:0, Facade: Balsa Wood
buildcraftsilicon:plug_facade:0, Facade: Balsa Wood
buildcraftsilicon:plug_facade:0, Facade: Balsa Wood
buildcraftsilicon:plug_facade:0, Facade: Willow Wood
buildcraftsilicon:plug_facade:0, Facade: Willow Wood
buildcraftsilicon:plug_facade:0, Facade: Willow Wood
buildcraftsilicon:plug_facade:0, Facade: Willow Wood
buildcraftsilicon:plug_facade:0, Facade: Willow Wood
buildcraftsilicon:plug_facade:0, Facade: Willow Wood
buildcraftsilicon:plug_facade:0, Facade: Willow Wood
buildcraftsilicon:plug_facade:0, Facade: Willow Wood
buildcraftsilicon:plug_facade:0, Facade: Walnut Wood
buildcraftsilicon:plug_facade:0, Facade: Walnut Wood
buildcraftsilicon:plug_facade:0, Facade: Walnut Wood
buildcraftsilicon:plug_facade:0, Facade: Walnut Wood
buildcraftsilicon:plug_facade:0, Facade: Walnut Wood
buildcraftsilicon:plug_facade:0, Facade: Walnut Wood
buildcraftsilicon:plug_facade:0, Facade: Walnut Wood
buildcraftsilicon:plug_facade:0, Facade: Walnut Wood
buildcraftsilicon:plug_facade:0, Facade: Greenheart Wood
buildcraftsilicon:plug_facade:0, Facade: Greenheart Wood
buildcraftsilicon:plug_facade:0, Facade: Greenheart Wood
buildcraftsilicon:plug_facade:0, Facade: Greenheart Wood
buildcraftsilicon:plug_facade:0, Facade: Greenheart Wood
buildcraftsilicon:plug_facade:0, Facade: Greenheart Wood
buildcraftsilicon:plug_facade:0, Facade: Greenheart Wood
buildcraftsilicon:plug_facade:0, Facade: Greenheart Wood
buildcraftsilicon:plug_facade:0, Facade: Cherry Wood
buildcraftsilicon:plug_facade:0, Facade: Cherry Wood
buildcraftsilicon:plug_facade:0, Facade: Cherry Wood
buildcraftsilicon:plug_facade:0, Facade: Cherry Wood
buildcraftsilicon:plug_facade:0, Facade: Cherry Wood
buildcraftsilicon:plug_facade:0, Facade: Cherry Wood
buildcraftsilicon:plug_facade:0, Facade: Cherry Wood
buildcraftsilicon:plug_facade:0, Facade: Cherry Wood
buildcraftsilicon:plug_facade:0, Facade: Mahoe Wood
buildcraftsilicon:plug_facade:0, Facade: Mahoe Wood
buildcraftsilicon:plug_facade:0, Facade: Mahoe Wood
buildcraftsilicon:plug_facade:0, Facade: Mahoe Wood
buildcraftsilicon:plug_facade:0, Facade: Mahoe Wood
buildcraftsilicon:plug_facade:0, Facade: Mahoe Wood
buildcraftsilicon:plug_facade:0, Facade: Mahoe Wood
buildcraftsilicon:plug_facade:0, Facade: Mahoe Wood
buildcraftsilicon:plug_facade:0, Facade: Poplar Wood
buildcraftsilicon:plug_facade:0, Facade: Poplar Wood
buildcraftsilicon:plug_facade:0, Facade: Poplar Wood
buildcraftsilicon:plug_facade:0, Facade: Poplar Wood
buildcraftsilicon:plug_facade:0, Facade: Poplar Wood
buildcraftsilicon:plug_facade:0, Facade: Poplar Wood
buildcraftsilicon:plug_facade:0, Facade: Poplar Wood
buildcraftsilicon:plug_facade:0, Facade: Poplar Wood
buildcraftsilicon:plug_facade:0, Facade: Palm Wood
buildcraftsilicon:plug_facade:0, Facade: Palm Wood
buildcraftsilicon:plug_facade:0, Facade: Palm Wood
buildcraftsilicon:plug_facade:0, Facade: Palm Wood
buildcraftsilicon:plug_facade:0, Facade: Palm Wood
buildcraftsilicon:plug_facade:0, Facade: Palm Wood
buildcraftsilicon:plug_facade:0, Facade: Palm Wood
buildcraftsilicon:plug_facade:0, Facade: Palm Wood
buildcraftsilicon:plug_facade:0, Facade: Papaya Wood
buildcraftsilicon:plug_facade:0, Facade: Papaya Wood
buildcraftsilicon:plug_facade:0, Facade: Papaya Wood
buildcraftsilicon:plug_facade:0, Facade: Papaya Wood
buildcraftsilicon:plug_facade:0, Facade: Papaya Wood
buildcraftsilicon:plug_facade:0, Facade: Papaya Wood
buildcraftsilicon:plug_facade:0, Facade: Papaya Wood
buildcraftsilicon:plug_facade:0, Facade: Papaya Wood
buildcraftsilicon:plug_facade:0, Facade: Pine Wood
buildcraftsilicon:plug_facade:0, Facade: Pine Wood
buildcraftsilicon:plug_facade:0, Facade: Pine Wood
buildcraftsilicon:plug_facade:0, Facade: Pine Wood
buildcraftsilicon:plug_facade:0, Facade: Pine Wood
buildcraftsilicon:plug_facade:0, Facade: Pine Wood
buildcraftsilicon:plug_facade:0, Facade: Pine Wood
buildcraftsilicon:plug_facade:0, Facade: Pine Wood
buildcraftsilicon:plug_facade:0, Facade: Plum Wood
buildcraftsilicon:plug_facade:0, Facade: Plum Wood
buildcraftsilicon:plug_facade:0, Facade: Plum Wood
buildcraftsilicon:plug_facade:0, Facade: Plum Wood
buildcraftsilicon:plug_facade:0, Facade: Plum Wood
buildcraftsilicon:plug_facade:0, Facade: Plum Wood
buildcraftsilicon:plug_facade:0, Facade: Plum Wood
buildcraftsilicon:plug_facade:0, Facade: Plum Wood
buildcraftsilicon:plug_facade:0, Facade: Maple Wood
buildcraftsilicon:plug_facade:0, Facade: Maple Wood
buildcraftsilicon:plug_facade:0, Facade: Maple Wood
buildcraftsilicon:plug_facade:0, Facade: Maple Wood
buildcraftsilicon:plug_facade:0, Facade: Maple Wood
buildcraftsilicon:plug_facade:0, Facade: Maple Wood
buildcraftsilicon:plug_facade:0, Facade: Maple Wood
buildcraftsilicon:plug_facade:0, Facade: Maple Wood
buildcraftsilicon:plug_facade:0, Facade: Citrus Wood
buildcraftsilicon:plug_facade:0, Facade: Citrus Wood
buildcraftsilicon:plug_facade:0, Facade: Citrus Wood
buildcraftsilicon:plug_facade:0, Facade: Citrus Wood
buildcraftsilicon:plug_facade:0, Facade: Citrus Wood
buildcraftsilicon:plug_facade:0, Facade: Citrus Wood
buildcraftsilicon:plug_facade:0, Facade: Citrus Wood
buildcraftsilicon:plug_facade:0, Facade: Citrus Wood
buildcraftsilicon:plug_facade:0, Facade: Giant Sequoia Wood
buildcraftsilicon:plug_facade:0, Facade: Giant Sequoia Wood
buildcraftsilicon:plug_facade:0, Facade: Giant Sequoia Wood
buildcraftsilicon:plug_facade:0, Facade: Giant Sequoia Wood
buildcraftsilicon:plug_facade:0, Facade: Giant Sequoia Wood
buildcraftsilicon:plug_facade:0, Facade: Giant Sequoia Wood
buildcraftsilicon:plug_facade:0, Facade: Giant Sequoia Wood
buildcraftsilicon:plug_facade:0, Facade: Giant Sequoia Wood
buildcraftsilicon:plug_facade:0, Facade: Ipe Wood
buildcraftsilicon:plug_facade:0, Facade: Ipe Wood
buildcraftsilicon:plug_facade:0, Facade: Ipe Wood
buildcraftsilicon:plug_facade:0, Facade: Ipe Wood
buildcraftsilicon:plug_facade:0, Facade: Ipe Wood
buildcraftsilicon:plug_facade:0, Facade: Ipe Wood
buildcraftsilicon:plug_facade:0, Facade: Ipe Wood
buildcraftsilicon:plug_facade:0, Facade: Ipe Wood
buildcraftsilicon:plug_facade:0, Facade: Padauk Wood
buildcraftsilicon:plug_facade:0, Facade: Padauk Wood
buildcraftsilicon:plug_facade:0, Facade: Padauk Wood
buildcraftsilicon:plug_facade:0, Facade: Padauk Wood
buildcraftsilicon:plug_facade:0, Facade: Padauk Wood
buildcraftsilicon:plug_facade:0, Facade: Padauk Wood
buildcraftsilicon:plug_facade:0, Facade: Padauk Wood
buildcraftsilicon:plug_facade:0, Facade: Padauk Wood
buildcraftsilicon:plug_facade:0, Facade: Cocobolo Wood
buildcraftsilicon:plug_facade:0, Facade: Cocobolo Wood
buildcraftsilicon:plug_facade:0, Facade: Cocobolo Wood
buildcraftsilicon:plug_facade:0, Facade: Cocobolo Wood
buildcraftsilicon:plug_facade:0, Facade: Cocobolo Wood
buildcraftsilicon:plug_facade:0, Facade: Cocobolo Wood
buildcraftsilicon:plug_facade:0, Facade: Cocobolo Wood
buildcraftsilicon:plug_facade:0, Facade: Cocobolo Wood
buildcraftsilicon:plug_facade:0, Facade: Zebrawood Wood
buildcraftsilicon:plug_facade:0, Facade: Zebrawood Wood
buildcraftsilicon:plug_facade:0, Facade: Zebrawood Wood
buildcraftsilicon:plug_facade:0, Facade: Zebrawood Wood
buildcraftsilicon:plug_facade:0, Facade: Zebrawood Wood
buildcraftsilicon:plug_facade:0, Facade: Zebrawood Wood
buildcraftsilicon:plug_facade:0, Facade: Zebrawood Wood
buildcraftsilicon:plug_facade:0, Facade: Zebrawood Wood
buildcraftsilicon:plug_facade:0, Facade: Larch Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Larch Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Larch Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Larch Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Larch Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Larch Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Larch Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Larch Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Teak Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Teak Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Teak Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Teak Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Teak Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Teak Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Teak Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Teak Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Desert Acacia Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Desert Acacia Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Desert Acacia Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Desert Acacia Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Desert Acacia Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Desert Acacia Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Desert Acacia Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Desert Acacia Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Lime Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Lime Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Lime Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Lime Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Lime Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Lime Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Lime Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Lime Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Chestnut Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Chestnut Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Chestnut Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Chestnut Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Chestnut Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Chestnut Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Chestnut Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Chestnut Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Wenge Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Wenge Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Wenge Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Wenge Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Wenge Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Wenge Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Wenge Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Wenge Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Baobab Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Baobab Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Baobab Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Baobab Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Baobab Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Baobab Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Baobab Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Baobab Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Sequoia Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Sequoia Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Sequoia Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Sequoia Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Sequoia Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Sequoia Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Sequoia Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Sequoia Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Kapok Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Kapok Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Kapok Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Kapok Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Kapok Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Kapok Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Kapok Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Kapok Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Ebony Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Ebony Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Ebony Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Ebony Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Ebony Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Ebony Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Ebony Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Ebony Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Mahogany Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Mahogany Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Mahogany Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Mahogany Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Mahogany Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Mahogany Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Mahogany Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Mahogany Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Balsa Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Balsa Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Balsa Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Balsa Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Balsa Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Balsa Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Balsa Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Balsa Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Willow Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Willow Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Willow Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Willow Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Willow Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Willow Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Willow Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Willow Wood (Fireproof)
buildcraftsilicon:plug_facade:0, Facade: Walnut Wood (Fireproof)
